"user_id","problem_id","time","score"
"u1","2",1,0
"u1","8",2,6.66711114074272e-05
"u1","12",3,0.000133342222814854
"u1","7",4,0.000200013334222281
"u1","11",5,0.000266684445629709
"u1","18",6,0.000333355557037136
"u1","36",7,0.000400026668444563
"u1","57",8,0.00046669777985199
"u1","61",9,0.000533368891259417
"u1","23",10,0.000600040002666844
"u1","26",11,0.000666711114074272
"u1","29",12,0.000733382225481699
"u1","31",13,0.000800053336889126
"u1","32",14,0.000866724448296553
"u1","68",15,0.00093339555970398
"u2","2",16,0.00100006667111141
"u2","8",17,0.00106673778251883
"u2","12",18,0.00113340889392626
"u2","7",19,0.00120008000533369
"u2","11",20,0.00126675111674112
"u2","18",21,0.00133342222814854
"u2","36",22,0.00140009333955597
"u2","57",23,0.0014667644509634
"u2","61",24,0.00153343556237082
"u2","23",25,0.00160010667377825
"u2","26",26,0.00166677778518568
"u2","29",27,0.00173344889659311
"u2","31",28,0.00180012000800053
"u2","32",29,0.00186679111940796
"u2","68",30,0.00193346223081539
"u3","2",31,0.00200013334222281
"u3","8",32,0.00206680445363024
"u3","12",33,0.00213347556503767
"u3","7",34,0.0022001466764451
"u3","11",35,0.00226681778785252
"u3","18",36,0.00233348889925995
"u3","36",37,0.00240016001066738
"u3","57",38,0.0024668311220748
"u3","61",39,0.00253350223348223
"u3","23",40,0.00260017334488966
"u3","26",41,0.00266684445629709
"u3","29",42,0.00273351556770451
"u3","31",43,0.00280018667911194
"u3","32",44,0.00286685779051937
"u3","68",45,0.00293352890192679
"u4","2",46,0.00300020001333422
"u4","8",47,0.00306687112474165
"u4","12",48,0.00313354223614908
"u4","7",49,0.0032002133475565
"u4","11",50,0.00326688445896393
"u4","18",51,0.00333355557037136
"u4","36",52,0.00340022668177879
"u4","57",53,0.00346689779318621
"u4","61",54,0.00353356890459364
"u4","23",55,0.00360024001600107
"u4","26",56,0.00366691112740849
"u4","29",57,0.00373358223881592
"u4","31",58,0.00380025335022335
"u4","32",59,0.00386692446163078
"u4","68",60,0.0039335955730382
"u5","2",61,0.00400026668444563
"u5","8",62,0.00406693779585306
"u5","12",63,0.00413360890726048
"u5","7",64,0.00420028001866791
"u5","11",65,0.00426695113007534
"u5","18",66,0.00433362224148277
"u5","36",67,0.00440029335289019
"u5","57",68,0.00446696446429762
"u5","61",69,0.00453363557570505
"u5","23",70,0.00460030668711247
"u5","26",71,0.0046669777985199
"u5","29",72,0.00473364890992733
"u5","31",73,0.00480032002133476
"u5","32",74,0.00486699113274218
"u5","68",75,0.00493366224414961
"u6","2",76,0.00500033335555704
"u6","8",77,0.00506700446696446
"u6","12",78,0.00513367557837189
"u6","7",79,0.00520034668977932
"u6","11",80,0.00526701780118675
"u6","18",81,0.00533368891259417
"u6","36",82,0.0054003600240016
"u6","57",83,0.00546703113540903
"u6","61",84,0.00553370224681645
"u6","23",85,0.00560037335822388
"u6","26",86,0.00566704446963131
"u6","29",87,0.00573371558103874
"u6","31",88,0.00580038669244616
"u6","32",89,0.00586705780385359
"u6","68",90,0.00593372891526102
"u7","2",91,0.00600040002666844
"u7","8",92,0.00606707113807587
"u7","12",93,0.0061337422494833
"u7","7",94,0.00620041336089073
"u7","11",95,0.00626708447229815
"u7","18",96,0.00633375558370558
"u7","36",97,0.00640042669511301
"u7","57",98,0.00646709780652043
"u7","61",99,0.00653376891792786
"u7","23",100,0.00660044002933529
"u7","26",101,0.00666711114074272
"u7","29",102,0.00673378225215014
"u7","31",103,0.00680045336355757
"u7","32",104,0.006867124474965
"u7","68",105,0.00693379558637242
"u8","2",106,0.00700046669777985
"u8","8",107,0.00706713780918728
"u8","12",108,0.00713380892059471
"u8","7",109,0.00720048003200213
"u8","11",110,0.00726715114340956
"u8","18",111,0.00733382225481699
"u8","36",112,0.00740049336622441
"u8","57",113,0.00746716447763184
"u8","61",114,0.00753383558903927
"u8","23",115,0.0076005067004467
"u8","26",116,0.00766717781185412
"u8","29",117,0.00773384892326155
"u8","31",118,0.00780052003466898
"u8","32",119,0.00786719114607641
"u8","68",120,0.00793386225748383
"u9","2",121,0.00800053336889126
"u9","8",122,0.00806720448029869
"u9","12",123,0.00813387559170611
"u9","7",124,0.00820054670311354
"u9","11",125,0.00826721781452097
"u9","18",126,0.0083338889259284
"u9","36",127,0.00840056003733582
"u9","57",128,0.00846723114874325
"u9","61",129,0.00853390226015068
"u9","23",130,0.0086005733715581
"u9","26",131,0.00866724448296553
"u9","29",132,0.00873391559437296
"u9","31",133,0.00880058670578038
"u9","32",134,0.00886725781718781
"u9","68",135,0.00893392892859524
"u10","2",136,0.00900060004000267
"u10","8",137,0.00906727115141009
"u10","12",138,0.00913394226281752
"u10","7",139,0.00920061337422495
"u10","11",140,0.00926728448563238
"u10","18",141,0.0093339555970398
"u10","36",142,0.00940062670844723
"u10","57",143,0.00946729781985466
"u10","61",144,0.00953396893126208
"u10","23",145,0.00960064004266951
"u10","26",146,0.00966731115407694
"u10","29",147,0.00973398226548437
"u10","31",148,0.00980065337689179
"u10","32",149,0.00986732448829922
"u10","68",150,0.00993399559970665
"u11","2",151,0.0100006667111141
"u11","8",152,0.0100673378225215
"u11","12",153,0.0101340089339289
"u11","7",154,0.0102006800453364
"u11","11",155,0.0102673511567438
"u11","18",156,0.0103340222681512
"u11","36",157,0.0104006933795586
"u11","57",158,0.0104673644909661
"u11","61",159,0.0105340356023735
"u11","23",160,0.0106007067137809
"u11","26",161,0.0106673778251883
"u11","29",162,0.0107340489365958
"u11","31",163,0.0108007200480032
"u11","32",164,0.0108673911594106
"u11","68",165,0.0109340622708181
"u12","2",166,0.0110007333822255
"u12","8",167,0.0110674044936329
"u12","12",168,0.0111340756050403
"u12","7",169,0.0112007467164478
"u12","11",170,0.0112674178278552
"u12","18",171,0.0113340889392626
"u12","36",172,0.01140076005067
"u12","57",173,0.0114674311620775
"u12","61",174,0.0115341022734849
"u12","23",175,0.0116007733848923
"u12","26",176,0.0116674444962998
"u12","29",177,0.0117341156077072
"u12","31",178,0.0118007867191146
"u12","32",179,0.011867457830522
"u12","68",180,0.0119341289419295
"u13","2",181,0.0120008000533369
"u13","8",182,0.0120674711647443
"u13","12",183,0.0121341422761517
"u13","7",184,0.0122008133875592
"u13","11",185,0.0122674844989666
"u13","18",186,0.012334155610374
"u13","36",187,0.0124008267217815
"u13","57",188,0.0124674978331889
"u13","61",189,0.0125341689445963
"u13","23",190,0.0126008400560037
"u13","26",191,0.0126675111674112
"u13","29",192,0.0127341822788186
"u13","31",193,0.012800853390226
"u13","32",194,0.0128675245016334
"u13","68",195,0.0129341956130409
"u14","2",196,0.0130008667244483
"u14","8",197,0.0130675378358557
"u14","12",198,0.0131342089472632
"u14","7",199,0.0132008800586706
"u14","11",200,0.013267551170078
"u14","18",201,0.0133342222814854
"u14","36",202,0.0134008933928929
"u14","57",203,0.0134675645043003
"u14","61",204,0.0135342356157077
"u14","23",205,0.0136009067271151
"u14","26",206,0.0136675778385226
"u14","29",207,0.01373424894993
"u14","31",208,0.0138009200613374
"u14","32",209,0.0138675911727448
"u14","68",210,0.0139342622841523
"u15","2",211,0.0140009333955597
"u15","8",212,0.0140676045069671
"u15","12",213,0.0141342756183746
"u15","7",214,0.014200946729782
"u15","11",215,0.0142676178411894
"u15","18",216,0.0143342889525968
"u15","36",217,0.0144009600640043
"u15","57",218,0.0144676311754117
"u15","61",219,0.0145343022868191
"u15","23",220,0.0146009733982265
"u15","26",221,0.014667644509634
"u15","29",222,0.0147343156210414
"u15","31",223,0.0148009867324488
"u15","32",224,0.0148676578438563
"u15","68",225,0.0149343289552637
"u16","2",226,0.0150010000666711
"u16","8",227,0.0150676711780785
"u16","12",228,0.015134342289486
"u16","7",229,0.0152010134008934
"u16","11",230,0.0152676845123008
"u16","18",231,0.0153343556237082
"u16","36",232,0.0154010267351157
"u16","57",233,0.0154676978465231
"u16","61",234,0.0155343689579305
"u16","23",235,0.015601040069338
"u16","26",236,0.0156677111807454
"u16","29",237,0.0157343822921528
"u16","31",238,0.0158010534035602
"u16","32",239,0.0158677245149677
"u16","68",240,0.0159343956263751
"u17","2",241,0.0160010667377825
"u17","8",242,0.0160677378491899
"u17","12",243,0.0161344089605974
"u17","7",244,0.0162010800720048
"u17","11",245,0.0162677511834122
"u17","18",246,0.0163344222948197
"u17","36",247,0.0164010934062271
"u17","57",248,0.0164677645176345
"u17","61",249,0.0165344356290419
"u17","23",250,0.0166011067404494
"u17","26",251,0.0166677778518568
"u17","29",252,0.0167344489632642
"u17","31",253,0.0168011200746716
"u17","32",254,0.0168677911860791
"u17","68",255,0.0169344622974865
"u18","2",256,0.0170011334088939
"u18","8",257,0.0170678045203014
"u18","12",258,0.0171344756317088
"u18","7",259,0.0172011467431162
"u18","11",260,0.0172678178545236
"u18","18",261,0.0173344889659311
"u18","36",262,0.0174011600773385
"u18","57",263,0.0174678311887459
"u18","61",264,0.0175345023001533
"u18","23",265,0.0176011734115608
"u18","26",266,0.0176678445229682
"u18","29",267,0.0177345156343756
"u18","31",268,0.0178011867457831
"u18","32",269,0.0178678578571905
"u18","68",270,0.0179345289685979
"u19","2",271,0.0180012000800053
"u19","8",272,0.0180678711914128
"u19","12",273,0.0181345423028202
"u19","7",274,0.0182012134142276
"u19","11",275,0.018267884525635
"u19","18",276,0.0183345556370425
"u19","36",277,0.0184012267484499
"u19","57",278,0.0184678978598573
"u19","61",279,0.0185345689712648
"u19","23",280,0.0186012400826722
"u19","26",281,0.0186679111940796
"u19","29",282,0.018734582305487
"u19","31",283,0.0188012534168945
"u19","32",284,0.0188679245283019
"u19","68",285,0.0189345956397093
"u20","2",286,0.0190012667511167
"u20","8",287,0.0190679378625242
"u20","12",288,0.0191346089739316
"u20","7",289,0.019201280085339
"u20","11",290,0.0192679511967465
"u20","18",291,0.0193346223081539
"u20","36",292,0.0194012934195613
"u20","57",293,0.0194679645309687
"u20","61",294,0.0195346356423762
"u20","23",295,0.0196013067537836
"u20","26",296,0.019667977865191
"u20","29",297,0.0197346489765984
"u20","31",298,0.0198013200880059
"u20","32",299,0.0198679911994133
"u20","68",300,0.0199346623108207
"u21","2",301,0.0200013334222281
"u21","8",302,0.0200680045336356
"u21","12",303,0.020134675645043
"u21","7",304,0.0202013467564504
"u21","11",305,0.0202680178678579
"u21","18",306,0.0203346889792653
"u21","36",307,0.0204013600906727
"u21","57",308,0.0204680312020801
"u21","61",309,0.0205347023134876
"u21","23",310,0.020601373424895
"u21","26",311,0.0206680445363024
"u21","29",312,0.0207347156477098
"u21","31",313,0.0208013867591173
"u21","32",314,0.0208680578705247
"u21","68",315,0.0209347289819321
"u22","2",316,0.0210014000933396
"u22","8",317,0.021068071204747
"u22","12",318,0.0211347423161544
"u22","7",319,0.0212014134275618
"u22","11",320,0.0212680845389693
"u22","18",321,0.0213347556503767
"u22","36",322,0.0214014267617841
"u22","57",323,0.0214680978731915
"u22","61",324,0.021534768984599
"u22","23",325,0.0216014400960064
"u22","26",326,0.0216681112074138
"u22","29",327,0.0217347823188213
"u22","31",328,0.0218014534302287
"u22","32",329,0.0218681245416361
"u22","68",330,0.0219347956530435
"u23","2",331,0.022001466764451
"u23","8",332,0.0220681378758584
"u23","12",333,0.0221348089872658
"u23","7",334,0.0222014800986732
"u23","11",335,0.0222681512100807
"u23","18",336,0.0223348223214881
"u23","36",337,0.0224014934328955
"u23","57",338,0.022468164544303
"u23","61",339,0.0225348356557104
"u23","23",340,0.0226015067671178
"u23","26",341,0.0226681778785252
"u23","29",342,0.0227348489899327
"u23","31",343,0.0228015201013401
"u23","32",344,0.0228681912127475
"u23","68",345,0.0229348623241549
"u24","2",346,0.0230015334355624
"u24","8",347,0.0230682045469698
"u24","12",348,0.0231348756583772
"u24","7",349,0.0232015467697847
"u24","11",350,0.0232682178811921
"u24","18",351,0.0233348889925995
"u24","36",352,0.0234015601040069
"u24","57",353,0.0234682312154144
"u24","61",354,0.0235349023268218
"u24","23",355,0.0236015734382292
"u24","26",356,0.0236682445496366
"u24","29",357,0.0237349156610441
"u24","31",358,0.0238015867724515
"u24","32",359,0.0238682578838589
"u24","68",360,0.0239349289952663
"u25","2",361,0.0240016001066738
"u25","8",362,0.0240682712180812
"u25","12",363,0.0241349423294886
"u25","7",364,0.0242016134408961
"u25","11",365,0.0242682845523035
"u25","18",366,0.0243349556637109
"u25","36",367,0.0244016267751183
"u25","57",368,0.0244682978865258
"u25","61",369,0.0245349689979332
"u25","23",370,0.0246016401093406
"u25","26",371,0.0246683112207481
"u25","29",372,0.0247349823321555
"u25","31",373,0.0248016534435629
"u25","32",374,0.0248683245549703
"u25","68",375,0.0249349956663778
"u26","2",376,0.0250016667777852
"u26","8",377,0.0250683378891926
"u26","12",378,0.0251350090006
"u26","7",379,0.0252016801120075
"u26","11",380,0.0252683512234149
"u26","18",381,0.0253350223348223
"u26","36",382,0.0254016934462297
"u26","57",383,0.0254683645576372
"u26","61",384,0.0255350356690446
"u26","23",385,0.025601706780452
"u26","26",386,0.0256683778918595
"u26","29",387,0.0257350490032669
"u26","31",388,0.0258017201146743
"u26","32",389,0.0258683912260817
"u26","68",390,0.0259350623374892
"u27","2",391,0.0260017334488966
"u27","8",392,0.026068404560304
"u27","12",393,0.0261350756717114
"u27","7",394,0.0262017467831189
"u27","11",395,0.0262684178945263
"u27","18",396,0.0263350890059337
"u27","36",397,0.0264017601173412
"u27","57",398,0.0264684312287486
"u27","61",399,0.026535102340156
"u27","23",400,0.0266017734515634
"u27","26",401,0.0266684445629709
"u27","29",402,0.0267351156743783
"u27","31",403,0.0268017867857857
"u27","32",404,0.0268684578971931
"u27","68",405,0.0269351290086006
"u28","2",406,0.027001800120008
